fixed acidity,citric acid,residual sugar,chlorides,total sulfur dioxide,density,pH,sulphates,alcohol,quality,is_red,so2_ratio,volatile_acidity_ratio
6.9,0.25,2.6,0.081,37.0,0.99685,3.46,0.5,11.0,5,1,0.2702702702702703,0.07536231884057971
8.2,0.09,2.3,0.065,37.0,0.99685,3.32,0.55,9.0,6,1,0.1891891891891892,0.07987804878048782
7.2,0.03999999999999998,1.9,0.097,38.0,0.99675,3.37,0.58,9.0,6,1,0.3684210526315789,0.0875
7.2,0.03999999999999998,1.9,0.097,38.0,0.99675,3.37,0.58,9.0,6,1,0.3684210526315789,0.0875
7.2,0.03999999999999998,1.9,0.097,39.0,0.99675,3.37,0.58,9.2,6,1,0.38461538461538464,0.08958333333333333
7.2,0.03999999999999998,1.9,0.097,38.0,0.99675,3.37,0.58,9.0,6,1,0.3684210526315789,0.0875
8.2,0.09,2.3,0.065,37.0,0.99685,3.32,0.55,9.0,6,1,0.1891891891891892,0.07987804878048782
8.9,0.37,1.7,0.10550000000000001,62.0,0.9971,3.0,0.855,9.3,5,1,0.08064516129032258,0.07134831460674157
9.65,0.56,2.1,0.093,24.0,0.99925,3.14,0.71,10.9,6,1,0.25,0.03937823834196891
7.7,0.1,1.8,0.102,109.0,0.99565,3.08,0.49,9.8,6,1,0.25688073394495414,0.07532467532467532
9.65,0.44,2.2,0.075,24.0,1.00005,3.07,0.84,9.2,7,1,0.4166666666666667,0.02176165803108808
9.65,0.44,2.2,0.075,24.0,1.00005,3.07,0.84,9.2,7,1,0.4166666666666667,0.02176165803108808
7.3,0.03999999999999998,2.0,0.084,23.0,0.9983,3.61,0.855,9.9,6,1,0.2608695652173913,0.08972602739726028
7.1,0.07,1.9,0.075,51.0,0.99685,3.38,0.52,9.5,5,1,0.3137254901960784,0.09225352112676057
8.2,0.17,2.3,0.072,73.0,0.9963,3.2,0.45,9.3,5,1,0.1506849315068493,0.07317073170731708
7.7,0.06,1.7,0.074,39.0,0.99615,3.35,0.48,9.8,6,1,0.23076923076923078,0.06883116883116883
7.3,0.03999999999999998,2.0,0.084,23.0,0.9983,3.61,0.855,9.9,6,1,0.2608695652173913,0.08972602739726028
9.65,0.44,1.6,0.063,37.0,0.9985,3.22,0.78,10.0,6,1,0.43243243243243246,0.03316062176165803
7.1,0.03999999999999998,1.8,0.074,34.0,0.9972,3.47,0.7,9.9,6,1,0.47058823529411764,0.08450704225352113
9.65,0.48,3.1,0.09,21.0,0.9986,3.17,0.53,10.5,5,1,0.23809523809523808,0.03626943005181347
7.7,0.42,1.9,0.092,86.0,0.9959,3.23,0.59,9.5,5,1,0.09302325581395349,0.08506493506493507
7.1,0.03999999999999998,1.8,0.074,34.0,0.9972,3.47,0.7,9.9,6,1,0.47058823529411764,0.08450704225352113
8.0,0.23,3.2,0.073,119.0,0.99675,3.26,0.57,9.3,5,1,0.14285714285714285,0.07125
9.4,0.37,2.2,0.075,13.0,0.998,3.22,0.62,9.2,5,1,0.38461538461538464,0.03617021276595745
6.6,0.03999999999999998,2.1,0.075,56.0,0.9968,3.49,0.67,9.2,5,1,0.21428571428571427,0.09924242424242426
7.7,0.6000000000000001,1.8,0.10550000000000001,45.0,0.9968,3.06,0.855,9.4,5,1,0.17777777777777778,0.053246753246753244
9.65,0.47,2.6,0.085,33.0,0.99965,3.36,0.8,10.5,7,1,0.42424242424242425,0.03212435233160622
7.9,0.23,1.7,0.077,45.0,0.99625,3.29,0.65,9.3,5,1,0.4,0.04177215189873418
7.0,0.04,2.0,0.087,67.0,0.99565,3.35,0.6,9.4,4,1,0.1791044776119403,0.09357142857142857
8.0,0.03999999999999998,1.7,0.07,35.0,0.99575,3.34,0.57,10.0,5,1,0.2857142857142857,0.065
7.9,0.23,1.8,0.077,49.0,0.9963,3.28,0.67,9.3,5,1,0.46938775510204084,0.04683544303797468
9.65,0.49,2.4,0.064,27.0,0.9999,3.08,0.855,10.9,5,1,0.18518518518518517,0.058031088082901555
9.65,0.52,1.8,0.071,10.0,0.9968,3.2,0.72,10.2,7,1,0.6,0.02694300518134715
8.1,0.03999999999999998,3.3,0.096,61.0,1.00025,3.6,0.72,9.8,4,1,0.4262295081967213,0.0808641975308642
7.9,0.46,3.6,0.078,37.0,0.9973,3.35,0.855,12.8,8,1,0.40540540540540543,0.044303797468354424
6.9,0.04,3.0,0.077,27.0,0.9987,3.635,0.855,9.4,6,1,0.25925925925925924,0.0782608695652174
9.65,0.51,4.0,0.104,23.0,0.9996,3.28,0.855,10.1,6,1,0.17391304347826086,0.01865284974093264
7.9,0.06,4.0,0.087,61.0,0.9965,3.36,0.67,10.7,6,1,0.4426229508196721,0.0689873417721519
9.65,0.51,4.0,0.104,23.0,0.9996,3.28,0.855,10.1,6,1,0.17391304347826086,0.01865284974093264
9.65,0.58,4.0,0.071,65.0,0.99935,3.22,0.78,10.1,5,1,0.26153846153846155,0.038341968911917094
8.4,0.2,2.4,0.076,38.0,0.99735,3.31,0.64,9.4,5,1,0.2631578947368421,0.07797619047619048
7.5,0.18,7.0,0.088,94.0,0.99915,3.38,0.77,9.4,5,1,0.2872340425531915,0.08666666666666667
7.9,0.06,4.0,0.087,61.0,0.9965,3.36,0.67,10.7,6,1,0.4426229508196721,0.0689873417721519
6.9,0.04,3.0,0.077,27.0,0.9987,3.635,0.855,9.4,6,1,0.25925925925925924,0.0782608695652174
9.65,0.51,4.0,0.104,23.0,0.9996,3.28,0.855,10.1,6,1,0.17391304347826086,0.01865284974093264
9.65,0.45,6.4,0.073,13.0,0.9976,3.23,0.82,12.6,8,1,0.38461538461538464,0.03316062176165803
8.9,0.32,5.6,0.087,47.0,0.9991,3.38,0.77,10.5,7,1,0.2127659574468085,0.0449438202247191
9.65,0.44,3.6,0.071,19.0,0.9986,3.12,0.82,9.3,6,1,0.3157894736842105,0.02694300518134715
7.7,0.6000000000000001,3.5,0.10550000000000001,10.0,0.9972,3.25,0.855,9.9,7,1,0.5,0.03506493506493507
7.6,0.12,3.0,0.067,53.0,0.9971,3.36,0.57,9.1,5,1,0.22641509433962265,0.06842105263157895
8.9,0.32,5.6,0.087,47.0,0.9991,3.38,0.77,10.5,7,1,0.2127659574468085,0.0449438202247191
9.65,0.07,3.4,0.102,71.0,1.00015,3.31,0.71,9.8,5,1,0.4507042253521127,0.06113989637305699
9.65,0.07,3.4,0.102,71.0,1.00015,3.31,0.71,9.8,5,1,0.4507042253521127,0.06113989637305699
9.65,0.55,2.0,0.073,49.0,0.9997,3.1,0.76,10.3,6,1,0.5102040816326531,0.046632124352331605
7.5,0.12,3.0,0.092,53.0,0.9967,3.37,0.7,10.3,6,1,0.5471698113207547,0.05333333333333334
8.7,0.09,2.5,0.091,49.0,0.9976,3.34,0.855,10.6,7,1,0.40816326530612246,0.05977011494252874
9.65,0.53,3.3,0.105,98.0,1.001,3.2,0.855,9.2,5,1,0.336734693877551,0.04352331606217616
8.7,0.09,2.5,0.091,49.0,0.9976,3.34,0.855,10.6,7,1,0.40816326530612246,0.05977011494252874
9.65,0.48,2.0,0.10550000000000001,18.0,0.9979,3.3,0.71,10.5,5,1,0.3333333333333333,0.02072538860103627
9.65,0.23,2.7,0.091,48.0,0.9994,3.22,0.64,10.3,6,1,0.375,0.05699481865284974
6.9,0.25,2.4,0.098,16.0,0.9964,3.41,0.6,10.1,6,1,0.3125,0.05217391304347826
9.65,0.52,3.2,0.094,53.0,1.0014,3.05,0.81,9.5,6,1,0.32075471698113206,0.03523316062176166
9.65,0.46,2.5,0.073,27.0,1.0001,3.05,0.64,9.5,5,1,0.18518518518518517,0.05181347150259067
9.65,0.37,2.6,0.086,70.0,0.9981,3.16,0.52,9.9,5,1,0.37142857142857144,0.06787564766839378
7.1,0.06,2.0,0.083,29.0,0.99855,3.635,0.73,9.6,5,1,0.27586206896551724,0.08873239436619719
7.2,0.03999999999999998,2.3,0.094,31.0,0.9993,3.635,0.8,9.7,5,1,0.16129032258064516,0.09027777777777778
6.9,0.06,2.1,0.08,33.0,0.99845,3.635,0.71,9.6,5,1,0.24242424242424243,0.09492753623188406
7.5,0.06,2.6,0.086,44.0,0.9965,3.38,0.59,10.7,6,1,0.45454545454545453,0.07066666666666667
9.65,0.48,1.5,0.068,15.0,0.9973,3.22,0.64,10.1,6,1,0.4666666666666667,0.01865284974093264
8.3,0.12,2.6,0.092,28.0,0.9994,3.51,0.72,10.0,5,1,0.42857142857142855,0.0789156626506024
7.4,0.12,1.6,0.10550000000000001,21.0,0.996,3.39,0.54,9.5,5,1,0.23809523809523808,0.08851351351351351
8.4,0.6,2.1,0.10550000000000001,90.0,0.9973,3.2,0.52,9.2,5,1,0.13333333333333333,0.07738095238095238
9.65,0.48,2.5,0.063,25.0,0.9998,3.12,0.59,9.3,6,1,0.24,0.054922279792746116
7.6,0.32,2.2,0.082,54.0,0.9966,3.36,0.52,9.4,5,1,0.12962962962962962,0.08157894736842106
9.65,0.42,2.4,0.10550000000000001,14.0,0.9994,3.19,0.62,9.5,6,1,0.42857142857142855,0.042487046632124346
9.65,0.44,2.4,0.10550000000000001,12.0,0.9994,3.19,0.63,9.5,6,1,0.4166666666666667,0.04455958549222798
7.4,0.38,1.7,0.062,30.0,0.9968,3.41,0.53,9.5,6,1,0.3,0.039189189189189184
9.65,0.48,2.5,0.063,25.0,0.9998,3.12,0.59,9.3,6,1,0.24,0.054922279792746116
7.9,0.24,2.0,0.072,105.0,0.996,3.27,0.54,9.4,6,1,0.14285714285714285,0.0670886075949367
9.0,0.31,2.8,0.093,98.0,0.99815,3.32,0.63,9.5,6,1,0.19387755102040816,0.051111111111111114
8.6,0.3,3.0,0.076,135.0,0.9976,3.3,0.53,9.4,5,1,0.2222222222222222,0.05465116279069767
7.4,0.29,2.6,0.087,72.0,0.99645,3.39,0.68,11.0,5,1,0.3611111111111111,0.048648648648648644
7.1,0.29,2.5,0.096,53.0,0.9962,3.42,0.65,11.0,6,1,0.37735849056603776,0.04929577464788732
9.6,0.23,3.4,0.102,92.0,0.9996,3.3,0.65,10.1,5,1,0.40217391304347827,0.05833333333333334
9.6,0.12,2.9,0.082,74.0,0.99865,3.3,0.64,10.4,6,1,0.40540540540540543,0.06822916666666667
9.65,0.39,3.2,0.083,59.0,0.9989,3.37,0.71,11.5,7,1,0.3559322033898305,0.06787564766839378
9.6,0.12,2.9,0.082,74.0,0.99865,3.3,0.64,10.4,6,1,0.40540540540540543,0.06822916666666667
9.65,0.39,3.2,0.083,59.0,0.9989,3.37,0.71,11.5,7,1,0.3559322033898305,0.06787564766839378
9.3,0.26,3.4,0.09,87.0,0.99975,3.24,0.62,9.7,5,1,0.28735632183908044,0.06559139784946236
7.8,0.05,2.3,0.079,18.0,0.99735,3.29,0.63,9.3,5,1,0.3333333333333333,0.07948717948717948
9.65,0.42,2.8,0.09,73.0,0.999,3.28,0.7,9.5,6,1,0.4794520547945205,0.06113989637305699
9.65,0.2,11.0,0.071,50.0,1.0015,3.16,0.69,9.2,6,1,0.26,0.05077720207253886
9.65,0.2,11.0,0.071,50.0,1.0015,3.16,0.69,9.2,6,1,0.26,0.05077720207253886
9.65,0.6000000000000001,3.65,0.10550000000000001,14.0,0.9978,3.05,0.74,11.5,7,1,0.42857142857142855,0.054922279792746116
9.65,0.5,4.5,0.10550000000000001,13.0,0.998,3.28,0.83,11.5,5,1,0.38461538461538464,0.04559585492227979
9.65,0.6000000000000001,2.6,0.082,21.0,1.0002,3.16,0.67,9.7,6,1,0.2857142857142857,0.027979274611398965
9.65,0.39,2.0,0.061,15.0,0.9981,3.18,0.62,9.5,5,1,0.4666666666666667,0.04766839378238342
9.65,0.6000000000000001,2.9,0.10550000000000001,41.0,0.998,3.23,0.66,12.5,6,1,0.24390243902439024,0.03730569948186528
9.65,0.6000000000000001,2.9,0.10550000000000001,41.0,0.998,3.23,0.66,12.5,6,1,0.24390243902439024,0.03730569948186528
8.0,0.28,3.2,0.066,114.0,0.9973,3.22,0.54,9.4,6,1,0.18421052631578946,0.0725
8.4,0.08,2.1,0.105,44.0,0.9958,3.13,0.52,11.0,5,1,0.36363636363636365,0.06666666666666667
7.9,0.03999999999999998,2.5,0.078,38.0,0.9963,3.34,0.74,11.7,7,1,0.4473684210526316,0.08227848101265822
9.65,0.53,3.4,0.10550000000000001,21.0,0.9992,3.17,0.84,12.2,7,1,0.3333333333333333,0.06787564766839378
8.9,0.45,1.9,0.052,16.0,0.9948,3.35,0.7,12.5,6,1,0.375,0.04831460674157303
7.8,0.32,2.8,0.08,58.0,0.9974,3.31,0.64,10.3,5,1,0.5,0.05512820512820513
9.65,0.58,3.0,0.103,99.0,1.0008,3.16,0.855,11.5,6,1,0.2828282828282828,0.05077720207253886
9.65,0.54,2.3,0.082,29.0,0.9997,3.11,0.855,9.8,7,1,0.41379310344827586,0.029015544041450778
9.65,0.5,2.4,0.066,21.0,1.0,3.12,0.855,9.2,6,1,0.47619047619047616,0.03523316062176166
9.65,0.48,2.7,0.065,18.0,0.9972,3.21,0.855,11.3,6,1,0.2777777777777778,0.04352331606217616
9.65,0.47,1.8,0.10550000000000001,14.0,0.9982,3.3,0.75,9.8,6,1,0.42857142857142855,0.04041450777202073
9.65,0.47,1.8,0.10550000000000001,14.0,0.9982,3.3,0.75,9.8,6,1,0.42857142857142855,0.04041450777202073
9.65,0.5,2.6,0.082,32.0,1.0006,3.12,0.78,10.7,6,1,0.1875,0.05906735751295336
7.0,0.03999999999999998,1.9,0.067,63.0,0.9979,3.6,0.81,9.9,5,1,0.6349206349206349,0.09357142857142857
6.6,0.03999999999999998,2.7,0.072,34.0,0.9955,3.58,0.855,12.3,7,1,0.5,0.09924242424242426
9.65,0.6000000000000001,3.0,0.093,15.0,0.9986,3.02,0.855,12.0,6,1,0.4,0.05077720207253886
9.6,0.31,2.8,0.089,46.0,0.9979,3.11,0.855,10.0,6,1,0.32608695652173914,0.05833333333333334
9.1,0.03999999999999998,2.6,0.093,28.0,0.9994,3.36,0.855,9.4,6,1,0.39285714285714285,0.07197802197802199
9.65,0.22,2.7,0.10550000000000001,34.0,1.0004,3.28,0.855,9.9,6,1,0.5,0.06787564766839378
9.1,0.03999999999999998,2.6,0.096,26.0,0.9994,3.35,0.83,9.4,6,1,0.4230769230769231,0.07197802197802199
7.7,0.03999999999999998,2.4,0.09,19.0,0.9974,3.27,0.73,9.3,5,1,0.42105263157894735,0.08506493506493507
9.65,0.6000000000000001,4.8,0.10550000000000001,77.0,1.0018,3.18,0.77,13.0,5,1,0.2987012987012987,0.054922279792746116
6.1,0.4,1.4,0.066,165.0,0.9912,3.25,0.59,11.9,6,1,0.24545454545454545,0.03442622950819672
6.7,0.03999999999999998,2.4,0.078,32.0,0.9955,3.55,0.61,12.8,6,1,0.53125,0.09776119402985074
9.65,0.52,3.0,0.08,55.0,1.0001,3.26,0.855,11.0,5,1,0.5272727272727272,0.042487046632124346
9.65,0.6000000000000001,2.95,0.10550000000000001,29.0,0.997,3.24,0.75,11.7,7,1,0.41379310344827586,0.04352331606217616
9.65,0.6000000000000001,3.1,0.10550000000000001,23.0,1.0,3.15,0.85,10.4,7,1,0.43478260869565216,0.04455958549222798
9.65,0.6000000000000001,2.6,0.088,41.0,1.001,3.17,0.68,9.8,6,1,0.24390243902439024,0.03937823834196891
8.2,0.23,2.0,0.099,81.0,0.9973,3.19,0.7,9.4,5,1,0.1728395061728395,0.07987804878048782
8.6,0.31,2.6,0.086,50.0,0.9982,3.37,0.855,9.9,6,1,0.42,0.05232558139534884
9.65,0.6000000000000001,2.5,0.072,37.0,0.9992,3.05,0.56,10.0,5,1,0.16216216216216217,0.060103626943005174
9.65,0.6000000000000001,2.0,0.071,15.0,0.9988,2.99,0.855,10.2,5,1,0.4,0.04766839378238342
9.65,0.6000000000000001,5.8,0.083,42.0,1.0022,3.07,0.73,10.0,7,1,0.16666666666666666,0.06373056994818653
9.65,0.5,3.4,0.10550000000000001,21.0,0.9979,3.26,0.855,11.8,6,1,0.3333333333333333,0.04352331606217616
9.65,0.6000000000000001,5.8,0.083,42.0,1.0022,3.07,0.73,10.0,7,1,0.16666666666666666,0.06373056994818653
9.65,0.6000000000000001,2.6,0.076,24.0,1.0,3.16,0.69,9.0,5,1,0.4583333333333333,0.05958549222797927
9.65,0.52,2.8,0.10550000000000001,75.0,0.9998,3.18,0.64,9.4,5,1,0.2,0.03523316062176166
9.4,0.53,2.4,0.074,18.0,0.9962,3.2,0.855,12.0,7,1,0.3333333333333333,0.02872340425531915
6.9,0.03999999999999998,2.3,0.063,63.0,0.9975,3.57,0.78,9.9,5,1,0.5555555555555556,0.09492753623188406
7.9,0.4,1.6,0.056,25.0,0.9967,3.32,0.855,8.7,6,1,0.44,0.030379746835443037
9.1,0.48,1.8,0.067,46.0,0.9967,3.32,0.855,10.6,6,1,0.5652173913043478,0.030769230769230774
7.4,0.22,2.2,0.10550000000000001,72.0,0.9959,3.05,0.63,9.2,5,1,0.16666666666666666,0.07432432432432433
9.65,0.6000000000000001,3.8,0.089,47.0,1.0014,3.01,0.81,10.8,6,1,0.1276595744680851,0.042487046632124346
9.65,0.6000000000000001,4.4,0.10550000000000001,15.0,0.9984,3.01,0.83,11.8,7,1,0.4,0.05595854922279793
9.65,0.5,3.0,0.078,47.0,1.0003,3.26,0.855,11.0,6,1,0.40425531914893614,0.046632124352331605
9.4,0.53,2.4,0.074,18.0,0.9962,3.2,0.855,12.0,7,1,0.3333333333333333,0.02872340425531915
9.65,0.6000000000000001,6.2,0.088,24.0,0.9988,3.11,0.855,13.3,6,1,0.25,0.06476683937823834
8.3,0.38,2.5,0.094,60.0,0.9979,3.31,0.7,10.8,6,1,0.4,0.05060240963855421
8.3,0.42,2.0,0.08,27.0,0.9974,3.21,0.8,9.4,6,1,0.4074074074074074,0.03132530120481927
9.65,0.6000000000000001,2.9,0.085,43.0,1.0014,3.06,0.8,10.0,6,1,0.3953488372093023,0.043005181347150256
8.3,0.42,2.0,0.08,27.0,0.9974,3.21,0.8,9.4,6,1,0.4074074074074074,0.03132530120481927
8.3,0.42,2.0,0.08,27.0,0.9974,3.21,0.8,9.4,6,1,0.4074074074074074,0.03132530120481927
7.7,0.28,2.1,0.087,54.0,0.998,3.42,0.74,9.2,5,1,0.42592592592592593,0.06623376623376623
7.4,0.07,2.4,0.09,37.0,0.9979,3.43,0.76,9.7,6,1,0.2972972972972973,0.08513513513513513
7.8,0.26,2.0,0.088,48.0,0.9981,3.41,0.74,9.2,6,1,0.4791666666666667,0.06923076923076923
8.3,0.15,1.9,0.079,42.0,0.9972,3.31,0.54,9.6,6,1,0.40476190476190477,0.0789156626506024
7.8,0.26,1.9,0.088,53.0,0.9981,3.43,0.74,9.2,6,1,0.4339622641509434,0.05897435897435898
9.6,0.31,2.5,0.096,49.0,0.9982,3.19,0.7,10.0,7,1,0.32653061224489793,0.03958333333333334
5.6,0.05,1.4,0.045,88.0,0.9924,3.56,0.82,12.9,8,1,0.13636363636363635,0.11696428571428573
9.65,0.6000000000000001,2.9,0.085,43.0,1.0014,3.06,0.8,10.0,6,1,0.3953488372093023,0.043005181347150256
9.5,0.52,2.0,0.082,26.0,0.998,3.18,0.51,9.5,5,1,0.23076923076923078,0.03894736842105263
8.4,0.6000000000000001,2.0,0.10550000000000001,95.0,0.997,3.16,0.54,9.1,5,1,0.1368421052631579,0.07797619047619048
9.65,0.6000000000000001,2.3,0.063,25.0,0.9997,3.03,0.57,9.9,5,1,0.24,0.06217616580310881
9.65,0.6000000000000001,4.2,0.066,38.0,1.0004,3.22,0.6,13.0,7,1,0.18421052631578946,0.038341968911917094
6.6,0.03999999999999998,7.9,0.10550000000000001,124.0,0.9994,3.47,0.53,9.9,5,1,0.5483870967741935,0.09924242424242426
9.65,0.59,2.6,0.087,49.0,0.9988,3.18,0.65,11.0,6,1,0.2653061224489796,0.06113989637305699
9.65,0.59,2.6,0.087,49.0,0.9988,3.18,0.65,11.0,6,1,0.2653061224489796,0.06113989637305699
8.7,0.22,2.3,0.064,42.0,0.9963,3.1,0.55,9.4,5,1,0.21428571428571427,0.07528735632183908
6.6,0.03999999999999998,7.9,0.10550000000000001,124.0,0.9994,3.47,0.53,9.9,5,1,0.5483870967741935,0.09924242424242426
7.7,0.3,1.7,0.059,38.0,0.9949,3.29,0.47,10.8,6,1,0.5263157894736842,0.033766233766233764
9.65,0.54,2.6,0.085,64.0,1.0,3.1,0.61,10.5,6,1,0.296875,0.049740932642487044
9.65,0.49,2.7,0.085,41.0,0.9994,3.15,0.63,10.5,6,1,0.24390243902439024,0.06217616580310881
7.7,0.05,2.7,0.075,27.0,0.9974,3.26,0.61,9.1,5,1,0.5555555555555556,0.08506493506493507
8.7,0.46,1.4,0.059,25.0,0.9966,3.36,0.76,10.1,6,1,0.44,0.035632183908045977
9.65,0.47,2.5,0.063,28.0,0.9981,3.24,0.65,10.8,6,1,0.32142857142857145,0.04559585492227979
9.65,0.6000000000000001,3.0,0.093,30.0,0.9996,3.18,0.63,10.8,7,1,0.4,0.04041450777202073
9.65,0.58,3.7,0.10550000000000001,16.0,0.997,3.19,0.7,11.3,6,1,0.375,0.03523316062176166
9.65,0.49,4.5,0.07,49.0,0.9981,3.05,0.57,9.6,4,1,0.5306122448979592,0.04766839378238342
9.0,0.34,2.5,0.08,86.0,0.9987,3.38,0.62,9.5,6,1,0.3023255813953488,0.04777777777777778
9.1,0.35,2.4,0.08,78.0,0.9987,3.38,0.62,9.5,5,1,0.2948717948717949,0.049450549450549455
7.1,0.16,1.9,0.1,77.0,0.9966,3.27,0.64,9.3,5,1,0.19480519480519481,0.09225352112676057
9.65,0.53,6.7,0.097,19.0,0.9986,3.27,0.82,11.7,7,1,0.3157894736842105,0.04145077720207254
8.8,0.34,2.7,0.087,122.0,0.9982,3.26,0.61,9.5,5,1,0.19672131147540983,0.05909090909090909
8.6,0.24,6.6,0.10550000000000001,134.0,1.0014,3.32,0.855,9.3,5,1,0.23134328358208955,0.07616279069767443
9.65,0.6000000000000001,2.2,0.10550000000000001,20.0,0.997,3.26,0.66,11.7,6,1,0.3,0.049740932642487044
7.0,0.12,1.9,0.091,124.0,0.9956,3.44,0.48,10.5,5,1,0.27419354838709675,0.08285714285714285
9.65,0.51,2.0,0.10550000000000001,20.0,0.9996,3.24,0.76,10.4,6,1,0.35,0.03937823834196891
6.8,0.03999999999999998,1.8,0.066,52.0,0.9976,3.62,0.68,9.9,5,1,0.6538461538461539,0.09632352941176471
9.5,0.33,2.4,0.089,67.0,0.9972,3.28,0.73,11.8,7,1,0.5223880597014925,0.05894736842105264
6.6,0.03999999999999998,2.3,0.059,48.0,0.9952,3.52,0.56,12.3,7,1,0.6666666666666666,0.09924242424242426
7.7,0.2,2.0,0.047,60.0,0.9955,3.36,0.44,10.9,5,1,0.25,0.08506493506493507
9.65,0.47,2.1,0.066,24.0,0.9978,3.15,0.855,11.0,7,1,0.25,0.024870466321243522
7.7,0.2,2.0,0.047,60.0,0.9955,3.36,0.44,10.9,5,1,0.25,0.08506493506493507
6.6,0.03999999999999998,2.3,0.059,48.0,0.9952,3.52,0.56,12.3,7,1,0.6666666666666666,0.09924242424242426
6.4,0.08,2.1,0.045,48.0,0.9949,3.49,0.49,11.4,6,1,0.3958333333333333,0.10234375
9.5,0.22,1.9,0.077,32.0,0.9988,3.26,0.56,10.6,6,1,0.1875,0.06894736842105263
9.1,0.33,1.3,0.07,30.0,0.9978,3.24,0.6,9.3,5,1,0.3,0.05714285714285715
9.65,0.6000000000000001,2.4,0.088,35.0,0.9997,3.1,0.6,10.4,6,1,0.37142857142857144,0.06787564766839378
9.65,0.47,2.1,0.066,24.0,0.9978,3.15,0.855,11.0,7,1,0.25,0.024870466321243522
7.8,0.35,2.2,0.074,66.0,0.9974,3.25,0.56,9.2,5,1,0.3181818181818182,0.07051282051282053
9.65,0.6000000000000001,2.3,0.078,24.0,0.9958,3.0,0.65,12.8,6,1,0.5,0.038341968911917094
9.65,0.6000000000000001,2.3,0.091,18.0,1.0004,3.16,0.49,9.5,5,1,0.3333333333333333,0.04041450777202073
9.65,0.55,3.2,0.076,54.0,0.9996,3.15,0.855,9.9,6,1,0.4074074074074074,0.042487046632124346
9.65,0.6000000000000001,2.3,0.091,18.0,1.0004,3.16,0.49,9.5,5,1,0.3333333333333333,0.04041450777202073
8.0,0.3,2.0,0.06,62.0,0.9958,3.26,0.56,10.2,6,1,0.6129032258064516,0.081875
9.65,0.6000000000000001,3.2,0.066,22.0,0.9986,3.17,0.66,11.2,6,1,0.2727272727272727,0.046632124352331605
9.65,0.55,3.2,0.076,54.0,0.9996,3.15,0.855,9.9,6,1,0.4074074074074074,0.042487046632124346
7.0,0.18,1.5,0.062,50.0,0.9951,3.08,0.6,9.3,5,1,0.14,0.08857142857142856
9.65,0.6000000000000001,2.2,0.072,29.0,0.9987,2.88,0.82,9.8,8,1,0.20689655172413793,0.03212435233160622
9.65,0.6000000000000001,2.15,0.068,27.0,0.9988,3.06,0.68,11.3,6,1,0.25925925925925924,0.04145077720207254
9.65,0.6000000000000001,3.7,0.1,43.0,1.0032,2.95,0.68,11.2,7,1,0.13953488372093023,0.06787564766839378
9.65,0.49,2.7,0.077,19.0,0.9963,3.23,0.63,11.6,7,1,0.5789473684210527,0.04559585492227979
5.3,0.03999999999999998,1.7,0.054,27.0,0.9934,3.57,0.84,12.5,7,1,0.18518518518518517,0.10754716981132074
9.5,0.1,2.1,0.079,31.0,0.9986,3.23,0.56,10.1,6,1,0.1935483870967742,0.06894736842105263
9.65,0.6,2.6,0.081,72.0,0.9996,3.1,0.73,10.5,5,1,0.4305555555555556,0.03937823834196891
9.3,0.29,2.1,0.10550000000000001,16.0,0.9968,3.22,0.72,11.2,5,1,0.375,0.051612903225806445
8.6,0.22,2.0,0.1,27.0,0.9967,3.2,0.56,10.2,6,1,0.25925925925925924,0.06162790697674419
9.65,0.6000000000000001,2.8,0.095,35.0,0.9994,3.1,0.61,10.8,6,1,0.4857142857142857,0.04041450777202073
9.65,0.6000000000000001,2.8,0.095,35.0,0.9994,3.1,0.61,10.8,6,1,0.4857142857142857,0.04041450777202073
8.4,0.53,1.8,0.10550000000000001,26.0,0.9979,3.06,0.855,9.1,6,1,0.34615384615384615,0.044047619047619044
6.8,0.03999999999999998,1.7,0.084,35.0,0.9968,3.44,0.63,10.0,6,1,0.5142857142857142,0.0823529411764706
9.65,0.6000000000000001,2.8,0.084,22.0,0.9998,3.26,0.74,11.2,7,1,0.22727272727272727,0.03419689119170984
7.0,0.4,1.6,0.063,67.0,0.9952,3.5,0.63,11.1,5,1,0.31343283582089554,0.032857142857142856
9.65,0.6000000000000001,5.2,0.086,19.0,0.9988,3.22,0.69,13.4,8,1,0.3157894736842105,0.06424870466321243
8.9,0.39,2.3,0.095,22.0,0.9986,3.37,0.58,10.3,5,1,0.22727272727272727,0.06629213483146067
9.2,0.21,2.7,0.097,65.0,0.9988,3.28,0.58,9.6,5,1,0.4461538461538462,0.06847826086956522
9.65,0.6000000000000001,2.8,0.084,22.0,0.9998,3.26,0.74,11.2,7,1,0.22727272727272727,0.03419689119170984
9.65,0.6000000000000001,2.2,0.074,47.0,1.0008,3.25,0.57,9.0,3,1,0.2127659574468085,0.060103626943005174
9.2,0.52,2.3,0.083,23.0,0.9976,3.35,0.61,11.3,6,1,0.6086956521739131,0.04673913043478261
8.3,0.22,2.6,0.087,19.0,0.9982,3.26,0.61,9.3,5,1,0.3157894736842105,0.07409638554216867
9.65,0.6000000000000001,2.55,0.085,25.0,0.997,3.18,0.61,11.8,5,1,0.4,0.02694300518134715
8.1,0.6000000000000001,2.2,0.098,129.0,0.9972,3.08,0.53,9.0,5,1,0.1937984496124031,0.0808641975308642
